body,label
Security alert! Review activity: http://dropbox-signin-583.com.top/signin/update/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://chase-signin-945.com.pw/signin/account/",1
Unlock your account by confirming your details here: http://dropbox-login-950.com.gq/secure/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://microsoft-reset-988.com.xyz",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Security alert! Review activity: http://microsoft-reset-390.com.gq/reset/,1
Security alert! Review activity: http://paypal-secure-975.com.pw/secure/,1
Your account will be deleted if not verified: http://ebay-account-684.com.xyz,1
Security alert! Review activity: http://amazon-support-947.com.top,1
Your payment failed. Update your information: http://facebook-update-672.com.xyz/update/,1
Final notice: click here to keep your account active: http://ebay-unlock-554.com.gq/unlock/,1
Thank you for your feedback. We appreciate your input.,0
You're invited to our annual event! RSVP here.,0
You're invited to our annual event! RSVP here.,0
Your latest bank statement is now available in your online banking portal.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
We noticed unusual login attempts. Confirm your account here: http://google-verify-577.com.tk/verify/update/,1
Your latest bank statement is now available in your online banking portal.,0
Your latest bank statement is now available in your online banking portal.,0
Unlock your account by confirming your details here: http://chase-verify-690.com.info/verify/account/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account will be deleted if not verified: http://google-login-635.com.xyz/verify/,1
Your account will be deleted if not verified: http://dropbox-bank-150.com.xyz/verify/,1
The project is on track for completion. Let me know if you need anything else.,0
Your account is at risk. Reactivate now: http://dropbox-update-428.com.cc/verify/,1
Thank you for your feedback. We appreciate your input.,0
You're invited to our annual event! RSVP here.,0
Your account is at risk. Reactivate now: http://chase-login-436.com.pw/login/account/,1
We noticed unusual login attempts. Confirm your account here: http://dropbox-update-909.com.pw,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
You're invited to our annual event! RSVP here.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
The project is on track for completion. Let me know if you need anything else.,0
You're invited to our annual event! RSVP here.,0
Final notice: click here to keep your account active: http://chase-unlock-762.com.tk,1
Your payment failed. Update your information: http://paypal-unlock-125.com.ru,1
The project is on track for completion. Let me know if you need anything else.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Your payment failed. Update your information: http://amazon-unlock-184.com.tk/unlock/,1
Your account settings have been updated as requested.,0
Your latest bank statement is now available in your online banking portal.,0
Your account settings have been updated as requested.,0
Your password was changed successfully. No further action is needed.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://paypal-reset-459.com.xyz",1
Thank you for your feedback. We appreciate your input.,0
Your account settings have been updated as requested.,0
Final notice: click here to keep your account active: http://bankofamerica-update-314.com.top/update/account/,1
Immediate action required: reset your password at http://apple-unlock-378.com.ml/secure/,1
Your payment failed. Update your information: http://chase-reset-202.com.cc/reset/,1
Immediate action required: reset your password at http://paypal-update-296.com.gq/update/update/,1
Immediate action required: reset your password at http://bankofamerica-security-967.com.gq,1
Welcome to our weekly newsletter. Here are the top stories...,0
Security alert! Review activity: http://ebay-account-234.com.ru/account/account/,1
Unlock your account by confirming your details here: http://amazon-alert-543.com.ml/verify/,1
Immediate action required: reset your password at http://amazon-security-567.com.ml/security/update/,1
Final notice: click here to keep your account active: http://dropbox-reset-998.com.top/secure/,1
Your password was changed successfully. No further action is needed.,0
Thank you for your feedback. We appreciate your input.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
We noticed unusual login attempts. Confirm your account here: http://chase-account-356.com.gq/secure/,1
We noticed unusual login attempts. Confirm your account here: http://paypal-login-314.com.info/secure/,1
Thank you for your feedback. We appreciate your input.,0
Your payment failed. Update your information: http://apple-confirm-233.com.tk,1
Security alert! Review activity: http://microsoft-support-153.com.info/support/account/,1
Unlock your account by confirming your details here: http://amazon-bank-835.com.cn/bank/account/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Final notice: click here to keep your account active: http://apple-update-372.com.ru,1
